0.0	2
0.003	1
0.004	1
0.007	1
0.01	1
0.013	1
0.014	1
0.018	1
0.019	1
0.022	1
0.024	1
0.028	1
0.03	1
0.031	2
0.032	1
0.034	1
0.035	1
0.036	1
0.037	1
0.045	1
0.047	1
0.05	2
0.051	1
0.055	1
0.058	1
0.063	1
0.064	2
0.065	1
0.077	1
0.078	1
0.084	2
0.085	1
0.087	1
0.091	2
0.095	1
0.096	2
0.097	1
0.101	3
0.106	1
0.108	1
0.11	1
0.113	1
0.116	1
0.12	1
0.123	1
0.124	1
0.127	1
0.131	1
0.133	1
0.134	1
0.135	1
0.136	1
0.142	2
0.144	1
0.146	1
0.151	1
0.152	1
0.153	1
0.155	1
0.156	1
0.158	1
0.163	2
0.167	1
0.169	1
0.171	1
0.175	1
0.176	1
0.178	1
0.182	3
0.185	2
0.19	1
0.191	2
0.197	1
0.201	1
0.204	1
0.206	2
0.207	1
0.209	1
0.211	1
0.212	2
0.213	1
0.217	1
0.22	2
0.222	1
0.225	1
0.229	1
0.23	2
0.231	1
0.232	1
0.233	2
0.237	1
0.238	1
0.24	1
0.242	1
0.244	1
0.246	2
0.247	1
0.248	1
0.251	1
0.257	2
0.261	1
0.263	1
0.267	1
0.269	1
0.272	2
0.273	1
0.275	2
0.276	2
0.282	1
0.283	1
0.286	1
0.288	1
0.289	1
0.293	1
0.3	1
0.302	2
0.309	2
0.311	2
0.313	2
0.314	1
0.315	1
0.32	2
0.323	4
0.329	1
0.33	1
0.335	2
0.339	1
0.344	1
0.345	2
0.346	1
0.347	1
0.352	1
0.355	1
0.359	2
0.36	1
0.361	1
0.362	1
0.363	1
0.366	1
0.367	2
0.369	2
0.371	1
0.373	1
0.374	2
0.375	1
0.376	1
0.378	1
0.382	1
0.383	1
0.384	1
0.385	2
0.388	1
0.389	2
0.393	1
0.395	2
0.397	1
0.402	1
0.404	2
0.408	1
0.41	1
0.411	1
0.414	2
0.42	1
0.423	1
0.424	2
0.426	1
0.429	1
0.434	2
0.435	1
0.437	1
0.444	1
0.445	1
0.446	1
0.447	1
0.454	1
0.457	2
0.459	1
0.46	2
0.462	1
0.463	1
0.464	1
0.465	1
0.466	1
0.468	2
0.469	1
0.47	1
0.472	1
0.476	1
0.481	3
0.482	2
0.483	1
0.488	1
0.489	2
0.49	1
0.492	2
0.496	2
0.502	1
0.503	1
0.504	1
0.505	1
0.506	2
0.509	1
0.512	1
0.515	1
0.516	2
0.517	1
0.521	1
0.525	2
0.529	1
0.53	1
0.533	1
0.539	1
0.54	1
0.543	1
0.545	2
0.546	1
0.547	1
0.548	1
0.549	1
0.55	1
0.554	3
0.558	1
0.559	1
0.56	2
0.563	1
0.564	1
0.566	1
0.567	1
0.568	1
0.574	1
0.577	1
0.582	1
0.583	1
0.585	3
0.586	1
0.59	1
0.599	2
0.6	1
0.601	1
0.602	1
0.604	1
0.608	1
0.609	2
0.611	2
0.612	2
0.615	1
0.616	1
0.619	1
0.624	1
0.627	1
0.633	1
0.634	2
0.635	1
0.64	1
0.641	1
0.642	1
0.643	2
0.645	1
0.648	1
0.656	1
0.66	1
0.665	1
0.679	1
0.685	2
0.69	1
0.691	1
0.692	1
0.693	1
0.695	1
0.696	1
0.697	1
0.7	1
0.701	1
0.702	1
0.704	1
0.706	1
0.709	1
0.71	2
0.711	1
0.712	1
0.717	1
0.721	1
0.728	1
0.73	1
0.732	1
0.735	1
0.738	2
0.739	1
0.741	1
0.742	1
0.743	1
0.746	1
0.747	1
0.748	1
0.752	2
0.754	2
0.758	1
0.762	3
0.764	1
0.766	1
0.768	2
0.769	2
0.778	1
0.781	2
0.785	1
0.789	2
0.79	1
0.791	1
0.793	2
0.794	1
0.8	1
0.801	1
0.804	1
0.81	1
0.811	1
0.812	1
0.814	1
0.816	2
0.817	1
0.82	1
0.821	1
0.822	1
0.823	1
0.824	1
0.825	2
0.826	2
0.829	1
0.83	1
0.833	1
0.836	1
0.837	1
0.84	1
0.841	4
0.843	2
0.849	2
0.852	1
0.853	1
0.854	1
0.855	1
0.859	1
0.86	1
0.863	1
0.866	1
0.868	2
0.871	1
0.873	1
0.877	1
0.879	1
0.882	2
0.883	1
0.884	1
0.886	1
0.888	1
0.891	1
0.893	1
0.894	1
0.899	1
0.903	1
0.904	1
0.911	1
0.913	1
0.914	1
0.915	1
0.92	1
0.926	1
0.928	1
0.929	1
0.935	1
0.937	1
0.939	2
0.94	1
0.941	1
0.942	1
0.945	1
0.946	2
0.947	2
0.949	3
0.951	1
0.952	1
0.953	1
0.954	1
0.955	1
0.956	1
0.959	2
0.962	1
0.963	1
0.964	1
0.965	1
0.972	1
0.973	1
0.974	1
0.975	1
0.979	2
0.981	1
0.982	1
0.985	1
0.986	1
0.989	1
0.99	1
0.994	1
0.999	1
