0.0	5
0.01	3
0.02	10
0.03	4
0.04	2
0.05	10
0.06	4
0.07	4
0.08	3
0.09	3
0.1	6
0.11	7
0.12	5
0.13	7
0.14	10
0.15	2
0.16	2
0.17	4
0.18	6
0.19	6
0.2	3
0.21	3
0.22	3
0.23	8
0.24	8
0.25	2
0.26	9
0.27	6
0.28	5
0.29	3
0.3	2
0.31	4
0.32	10
0.33	5
0.34	4
0.35	5
0.36	3
0.37	3
0.38	3
0.39	3
0.4	2
0.41	5
0.42	5
0.43	3
0.44	4
0.45	9
0.46	5
0.47	5
0.48	4
0.5	2
0.51	7
0.52	2
0.53	4
0.54	5
0.55	6
0.56	6
0.57	7
0.58	4
0.59	8
0.6	5
0.61	5
0.62	6
0.63	8
0.64	9
0.65	4
0.66	7
0.67	7
0.68	5
0.69	3
0.7	1
0.71	3
0.72	3
0.73	7
0.74	3
0.75	4
0.76	2
0.77	3
0.78	10
0.79	8
0.8	2
0.81	5
0.82	5
0.83	8
0.84	8
0.85	4
0.86	8
0.87	6
0.88	5
0.89	3
0.9	4
0.91	4
0.92	6
0.93	6
0.94	6
0.95	7
0.96	1
0.97	6
0.98	9
0.99	4
1.0	2
