0.0	1
0.01	5
0.02	8
0.03	4
0.04	4
0.05	7
0.06	6
0.07	6
0.08	2
0.09	7
0.1	5
0.11	6
0.12	8
0.13	2
0.14	8
0.15	4
0.16	4
0.17	5
0.18	3
0.19	5
0.2	7
0.21	6
0.22	4
0.23	4
0.24	6
0.25	4
0.26	5
0.27	5
0.28	7
0.29	7
0.3	10
0.31	7
0.32	2
0.33	3
0.34	4
0.35	5
0.36	4
0.37	5
0.38	6
0.39	2
0.4	4
0.41	4
0.42	3
0.43	8
0.44	3
0.45	9
0.46	7
0.47	3
0.48	5
0.49	6
0.5	4
0.51	6
0.52	4
0.53	2
0.54	3
0.55	4
0.56	7
0.57	3
0.58	4
0.59	2
0.6	1
0.61	6
0.62	5
0.63	2
0.64	3
0.65	5
0.66	6
0.67	6
0.68	5
0.69	6
0.7	9
0.71	7
0.72	4
0.73	2
0.74	2
0.75	7
0.76	3
0.77	3
0.78	8
0.79	7
0.8	3
0.81	8
0.82	12
0.83	3
0.84	10
0.85	8
0.86	2
0.87	5
0.88	7
0.89	2
0.9	4
0.91	5
0.92	4
0.93	9
0.94	5
0.95	9
0.96	4
0.97	2
0.98	5
0.99	1
1.0	1
