0.0	3
0.01	4
0.02	6
0.03	8
0.04	3
0.05	5
0.06	3
0.07	2
0.08	6
0.1	3
0.11	8
0.12	7
0.13	8
0.14	6
0.15	5
0.16	6
0.17	2
0.18	4
0.19	10
0.2	2
0.21	4
0.22	5
0.23	3
0.24	7
0.25	6
0.26	6
0.27	6
0.28	9
0.29	4
0.3	7
0.31	3
0.32	3
0.33	3
0.34	2
0.35	2
0.36	7
0.37	2
0.38	5
0.39	6
0.4	4
0.41	3
0.42	5
0.43	4
0.44	2
0.45	6
0.46	3
0.47	9
0.48	7
0.49	5
0.5	6
0.51	4
0.52	5
0.53	5
0.54	5
0.55	4
0.56	8
0.57	4
0.58	8
0.59	5
0.6	3
0.61	6
0.62	6
0.63	7
0.64	9
0.65	4
0.66	2
0.67	7
0.68	3
0.69	5
0.7	7
0.71	4
0.72	7
0.73	4
0.74	6
0.75	8
0.76	8
0.77	5
0.78	2
0.79	8
0.8	3
0.81	2
0.82	1
0.83	4
0.84	4
0.85	5
0.86	7
0.87	4
0.88	4
0.89	3
0.9	7
0.91	6
0.92	5
0.93	6
0.94	5
0.95	6
0.96	2
0.97	11
0.98	3
0.99	6
1.0	2
