0.0	1
0.001	3
0.002	1
0.014	1
0.017	1
0.02	1
0.021	1
0.027	1
0.028	1
0.032	2
0.036	1
0.04	1
0.041	2
0.042	2
0.049	1
0.053	1
0.055	1
0.057	2
0.059	2
0.063	1
0.064	1
0.065	1
0.067	1
0.068	1
0.08	1
0.082	1
0.086	3
0.087	1
0.088	1
0.092	2
0.095	1
0.097	1
0.098	1
0.103	1
0.107	2
0.108	1
0.109	1
0.113	1
0.114	1
0.117	1
0.128	1
0.131	1
0.132	1
0.137	1
0.138	1
0.141	1
0.142	1
0.143	2
0.145	2
0.148	1
0.15	1
0.152	1
0.153	2
0.155	2
0.156	1
0.157	1
0.161	2
0.163	1
0.17	1
0.171	2
0.172	1
0.173	1
0.175	1
0.176	1
0.177	1
0.18	2
0.182	1
0.185	1
0.186	1
0.191	1
0.192	1
0.195	1
0.201	1
0.203	1
0.204	1
0.209	1
0.21	2
0.211	1
0.212	1
0.213	1
0.217	1
0.218	2
0.22	1
0.221	1
0.223	1
0.225	1
0.227	1
0.228	1
0.23	1
0.232	2
0.233	2
0.237	1
0.243	2
0.245	1
0.248	1
0.249	1
0.252	1
0.259	2
0.26	1
0.266	1
0.267	1
0.268	1
0.269	1
0.271	1
0.273	1
0.274	1
0.276	1
0.278	1
0.279	2
0.28	1
0.281	1
0.283	1
0.285	1
0.288	1
0.292	1
0.294	1
0.296	1
0.307	1
0.31	1
0.311	1
0.315	1
0.318	1
0.319	2
0.32	1
0.322	1
0.326	1
0.331	1
0.334	1
0.335	1
0.337	2
0.341	2
0.345	1
0.346	1
0.348	1
0.35	2
0.351	1
0.352	1
0.354	1
0.355	1
0.357	2
0.36	2
0.361	1
0.363	1
0.364	1
0.367	2
0.371	1
0.373	1
0.376	1
0.377	1
0.379	2
0.381	1
0.382	1
0.384	1
0.388	2
0.394	1
0.395	2
0.396	1
0.397	1
0.401	2
0.403	1
0.404	1
0.409	1
0.41	1
0.411	1
0.413	1
0.415	1
0.416	1
0.418	1
0.419	1
0.421	2
0.423	3
0.424	1
0.426	1
0.43	1
0.435	1
0.436	1
0.438	3
0.439	1
0.443	2
0.444	1
0.445	2
0.447	1
0.45	1
0.451	1
0.453	1
0.454	1
0.457	2
0.459	3
0.461	1
0.462	1
0.463	1
0.464	1
0.466	1
0.467	2
0.47	1
0.471	1
0.472	1
0.478	2
0.482	1
0.484	1
0.485	2
0.486	1
0.488	1
0.494	1
0.497	1
0.498	1
0.501	1
0.502	3
0.504	2
0.506	1
0.511	1
0.518	3
0.52	1
0.524	1
0.527	2
0.528	2
0.53	1
0.531	1
0.532	1
0.537	1
0.54	2
0.542	1
0.544	1
0.545	2
0.552	2
0.556	1
0.56	1
0.562	1
0.564	2
0.565	1
0.568	1
0.571	2
0.572	1
0.573	1
0.574	1
0.575	2
0.576	1
0.577	1
0.578	1
0.585	1
0.586	1
0.589	1
0.59	2
0.592	2
0.593	1
0.598	1
0.6	2
0.605	1
0.606	1
0.615	1
0.618	1
0.623	1
0.626	1
0.627	2
0.629	1
0.63	1
0.631	1
0.638	2
0.642	2
0.646	2
0.65	1
0.652	1
0.655	1
0.657	2
0.659	1
0.66	1
0.663	1
0.673	1
0.674	1
0.676	1
0.678	1
0.679	1
0.689	1
0.69	1
0.695	1
0.696	2
0.7	1
0.702	1
0.704	1
0.705	1
0.71	2
0.711	1
0.713	1
0.714	1
0.715	1
0.724	1
0.725	2
0.73	1
0.734	2
0.735	1
0.736	1
0.737	1
0.739	1
0.744	1
0.745	1
0.746	1
0.749	1
0.753	1
0.756	1
0.757	1
0.758	1
0.759	1
0.768	2
0.77	1
0.771	2
0.779	1
0.781	1
0.783	1
0.784	1
0.787	1
0.788	1
0.789	3
0.79	2
0.791	1
0.792	1
0.796	2
0.798	1
0.799	1
0.802	2
0.804	1
0.81	3
0.813	1
0.815	1
0.816	2
0.817	1
0.819	2
0.821	1
0.827	1
0.836	1
0.84	1
0.845	3
0.849	1
0.852	1
0.853	1
0.856	1
0.857	2
0.858	1
0.86	1
0.861	1
0.862	1
0.865	2
0.87	1
0.871	1
0.876	2
0.878	1
0.879	2
0.882	1
0.884	1
0.885	1
0.888	2
0.889	1
0.892	1
0.893	1
0.896	2
0.897	2
0.901	1
0.903	1
0.905	1
0.906	1
0.907	2
0.908	1
0.911	1
0.912	1
0.914	1
0.92	1
0.923	1
0.925	2
0.928	1
0.929	1
0.93	1
0.931	1
0.933	1
0.934	1
0.938	1
0.94	1
0.943	1
0.946	2
0.947	2
0.954	1
0.956	1
0.957	1
0.958	1
0.96	1
0.962	1
0.967	1
0.969	2
0.97	1
0.971	1
0.975	2
0.977	1
0.979	1
0.98	1
0.981	1
0.983	1
0.984	1
0.986	1
0.989	1
0.992	1
0.993	1
0.995	1
