0.0	4
0.01	6
0.02	2
0.03	3
0.04	10
0.05	8
0.06	4
0.07	6
0.08	5
0.09	5
0.1	6
0.11	5
0.12	1
0.13	3
0.14	4
0.15	7
0.16	5
0.17	4
0.18	3
0.19	5
0.2	5
0.21	4
0.22	9
0.23	5
0.24	10
0.25	6
0.26	4
0.27	2
0.28	9
0.29	2
0.3	7
0.31	5
0.32	5
0.33	9
0.34	5
0.35	6
0.36	5
0.37	2
0.38	3
0.39	2
0.4	4
0.41	6
0.42	3
0.43	5
0.44	6
0.45	5
0.46	3
0.47	10
0.48	3
0.49	5
0.51	7
0.52	4
0.53	4
0.54	13
0.55	4
0.56	3
0.57	2
0.58	6
0.59	6
0.6	6
0.61	6
0.62	1
0.63	10
0.64	6
0.65	7
0.66	6
0.67	4
0.68	10
0.69	1
0.7	2
0.71	7
0.72	8
0.73	4
0.74	5
0.75	5
0.76	6
0.77	4
0.78	7
0.79	8
0.8	4
0.81	5
0.82	4
0.83	4
0.84	4
0.85	6
0.86	4
0.87	4
0.88	3
0.89	4
0.9	5
0.91	6
0.92	2
0.93	5
0.94	6
0.95	5
0.96	5
0.97	2
0.98	4
0.99	4
1.0	1
