0.0	2
0.004	1
0.009	1
0.01	1
0.011	1
0.012	1
0.013	2
0.014	1
0.016	1
0.018	2
0.019	2
0.024	1
0.026	1
0.027	1
0.032	1
0.04	1
0.041	2
0.042	1
0.044	2
0.046	2
0.048	1
0.049	2
0.05	1
0.051	1
0.052	2
0.053	3
0.058	1
0.06	1
0.065	1
0.066	1
0.07	1
0.073	1
0.074	1
0.084	2
0.087	1
0.088	1
0.092	3
0.094	1
0.095	1
0.096	1
0.097	1
0.104	1
0.105	1
0.109	1
0.11	1
0.111	1
0.116	2
0.119	1
0.121	1
0.122	1
0.124	1
0.126	1
0.128	1
0.131	1
0.132	1
0.134	2
0.136	1
0.138	1
0.14	1
0.141	1
0.142	2
0.145	1
0.146	1
0.147	1
0.148	1
0.149	2
0.153	1
0.155	1
0.156	1
0.162	1
0.164	1
0.168	1
0.169	1
0.17	1
0.171	1
0.175	3
0.177	2
0.179	1
0.181	1
0.185	1
0.192	1
0.196	2
0.201	2
0.209	2
0.21	1
0.212	2
0.213	1
0.214	1
0.217	1
0.228	2
0.23	1
0.232	2
0.236	1
0.237	1
0.242	1
0.243	1
0.245	1
0.248	1
0.249	1
0.25	1
0.253	1
0.255	1
0.259	1
0.261	1
0.265	2
0.266	1
0.271	1
0.272	1
0.274	2
0.275	1
0.276	1
0.277	1
0.281	1
0.284	1
0.285	1
0.287	1
0.29	1
0.291	1
0.292	1
0.295	1
0.299	1
0.303	2
0.307	1
0.312	1
0.316	1
0.317	3
0.319	1
0.323	2
0.324	1
0.328	1
0.329	2
0.33	1
0.331	1
0.333	1
0.334	1
0.335	1
0.336	1
0.337	1
0.339	1
0.343	3
0.344	1
0.346	1
0.353	2
0.355	1
0.357	1
0.358	1
0.359	1
0.36	1
0.364	1
0.366	1
0.367	1
0.371	1
0.373	1
0.381	1
0.384	1
0.386	1
0.387	4
0.388	1
0.389	1
0.399	1
0.4	2
0.401	1
0.403	1
0.408	1
0.413	3
0.414	1
0.417	1
0.421	1
0.422	1
0.423	1
0.426	1
0.427	2
0.429	1
0.433	1
0.436	1
0.437	1
0.439	1
0.44	2
0.441	1
0.442	2
0.446	3
0.449	1
0.45	1
0.451	1
0.453	1
0.46	1
0.462	1
0.463	1
0.465	1
0.466	1
0.467	1
0.476	1
0.477	2
0.478	1
0.481	1
0.482	1
0.486	1
0.487	2
0.489	2
0.496	1
0.497	1
0.504	1
0.505	1
0.508	1
0.509	1
0.519	1
0.52	1
0.521	1
0.524	1
0.525	1
0.531	1
0.532	1
0.533	1
0.534	2
0.535	1
0.538	2
0.539	1
0.545	1
0.547	1
0.548	1
0.551	1
0.552	1
0.56	1
0.561	1
0.562	1
0.563	1
0.57	1
0.579	1
0.581	2
0.582	1
0.583	1
0.586	1
0.587	3
0.589	2
0.59	1
0.591	1
0.593	1
0.599	1
0.605	1
0.606	3
0.608	1
0.61	2
0.611	2
0.614	2
0.616	1
0.617	1
0.619	2
0.62	2
0.623	1
0.627	1
0.628	1
0.635	1
0.637	1
0.638	1
0.64	1
0.643	2
0.644	3
0.645	1
0.647	1
0.649	1
0.654	1
0.655	1
0.658	1
0.66	1
0.663	1
0.664	1
0.665	1
0.668	1
0.672	1
0.676	1
0.677	1
0.679	1
0.68	1
0.682	1
0.684	2
0.685	1
0.687	1
0.688	1
0.689	2
0.69	2
0.693	1
0.701	1
0.704	2
0.708	1
0.711	1
0.717	1
0.72	1
0.723	1
0.728	1
0.729	1
0.733	1
0.735	1
0.738	1
0.743	1
0.747	1
0.749	2
0.75	1
0.753	1
0.757	1
0.758	2
0.763	1
0.764	1
0.767	1
0.769	1
0.772	1
0.775	1
0.776	2
0.783	1
0.784	3
0.785	1
0.786	1
0.788	2
0.789	1
0.79	1
0.792	2
0.795	1
0.797	1
0.798	2
0.8	1
0.801	1
0.803	1
0.804	2
0.808	2
0.811	1
0.812	1
0.815	1
0.816	2
0.818	1
0.819	1
0.82	1
0.823	1
0.828	1
0.831	1
0.832	3
0.833	1
0.835	1
0.837	1
0.842	1
0.844	2
0.846	1
0.848	1
0.85	1
0.851	1
0.855	1
0.856	1
0.858	1
0.863	2
0.865	1
0.867	1
0.872	2
0.877	4
0.879	1
0.888	2
0.891	1
0.895	1
0.896	1
0.9	1
0.901	1
0.903	1
0.905	2
0.907	1
0.909	1
0.913	1
0.917	1
0.918	1
0.92	1
0.932	2
0.933	1
0.936	3
0.938	1
0.939	1
0.942	3
0.945	1
0.947	3
0.949	1
0.95	1
0.952	1
0.953	1
0.954	2
0.955	2
0.959	1
0.965	3
0.968	1
0.971	1
0.973	2
0.977	1
0.978	2
0.979	1
0.98	1
0.981	1
0.982	1
0.985	1
0.987	1
0.992	1
0.997	1
