0.0	1
0.01	4
0.02	10
0.03	8
0.04	4
0.05	9
0.06	7
0.07	5
0.08	6
0.09	2
0.1	2
0.11	10
0.12	5
0.13	4
0.14	7
0.15	1
0.16	7
0.17	5
0.18	5
0.19	5
0.2	13
0.21	8
0.22	5
0.23	5
0.24	4
0.25	2
0.26	3
0.27	6
0.28	6
0.29	4
0.3	2
0.31	5
0.32	3
0.33	3
0.34	4
0.35	4
0.36	8
0.37	5
0.38	7
0.39	4
0.4	10
0.41	2
0.42	5
0.43	2
0.44	1
0.45	6
0.46	2
0.47	7
0.48	4
0.49	5
0.5	2
0.51	5
0.52	4
0.53	3
0.54	6
0.55	3
0.56	8
0.57	3
0.58	7
0.59	9
0.6	6
0.61	4
0.62	6
0.63	2
0.64	5
0.65	3
0.66	5
0.67	3
0.68	4
0.69	7
0.7	1
0.71	5
0.72	3
0.73	6
0.74	2
0.75	6
0.76	6
0.77	3
0.78	4
0.79	7
0.8	8
0.81	8
0.82	6
0.83	8
0.84	6
0.85	6
0.86	5
0.87	3
0.88	2
0.89	8
0.9	6
0.91	4
0.92	6
0.93	4
0.94	7
0.95	3
0.96	2
0.97	4
0.98	6
0.99	6
1.0	2
